order_id,orderrad_id,orderdatum,önskat_leveransdatum,faktiskt_leveransdatum,produkt_id,produktnamn,kategori,säsong,antal,pris,vikt_gram,leveranszon,kund_id,recension_text,recensionsdatum,betyg
GG-2024-00126,GG-2024-00126-1,2024-03-09,2024-03-16,2024-03-21,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,2,39.0,8,Zon 4,KUND-13243,,,
GG-2024-00126,GG-2024-00126-2,2024-03-09,2024-03-16,2024-03-21,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,5,45.0,200,Zon 4,KUND-13243,Förseningen gjorde att allt vissnat ner.,2024-03-29,2
GG-2024-00126,GG-2024-00126-3,2024-03-09,2024-03-16,2024-03-21,FRO-SAL-001,SALLATSFRÖN MIX,Frön,Vår,5,39.0,8,,KUND-13243,,,
GG-2024-00127,GG-2024-00127-1,2024-03-13,2024-03-15,2024-03-15,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,-8,Zon 1,KUND-10043,"Gullrankan är så vacker, perfekt hängväxt.",2024-04-08,5
GG-2024-00127,GG-2024-00127-2,2024-03-13,2024-03-15,2024-03-12,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,1,45.0,200,Zon 1,KUND-10043,"Allt var trasigt, kartong totalförstörd.",2024-03-25,2
GG-2024-00127,GG-2024-00127-3,2024-03-13,2024-03-15,2024-03-15,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,2,149.0,25000,Zon 1,KUND-10043,,,
GG-2024-00127,GG-2024-00127-4,2024-03-13,2024-03-15,2024-03-15,KRU-PLA-001,PLASTLÅDA BALKONG,Krukor & kärl,Alla,3,149.0,400,Zon 1,KUND-10043,,,
GG-2024-00127,GG-2024-00127-5,2024-03-13,2024-03-15,2024-03-15,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,1,149.0,400,Zon 1,KUND-10043,Alla frön grodde! Ser fram emot skörden.,2024-04-12,5
GG-2024-00128,GG-2024-00128-1,2024-03-04,2024-03-08,2024-03-08,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,55.0,5,Zon 3,KUND-10064,,,
GG-2024-00128,GG-2024-00128-2,2024-03-04,2024-03-08,2024-03-08,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 3,KUND-10064,,,
GG-2024-00129,GG-2024-00129-1,2024-03-08,2024-03-14,2024-03-03,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 4,KUND-14891,,,
GG-2024-00129,GG-2024-00129-2,2024-03-08,2024-03-14,2024-03-14,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 4,KUND-14891,"Besvikelse, basilikan dog inom en vecka.",2024-03-25,1
GG-2024-00129,GG-2024-00129-3,2024-03-08,2024-03-14,2024-03-14,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,5,149.0,25000,Zon 4,KUND-14891,,,
GG-2024-00130,GG-2024-00130-1,2024-03-21,2024-03-26,2024-03-26,FRO-BLO-001,Blomfrön sommar,Frön,Vår,1,69.0,20,Zon 3,KUND-14153,,,
GG-2024-00130,GG-2024-00130-2,2024-03-21,2024-03-26,2024-03-26,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,1,59.0,15,Zon 3,KUND-14153,Inget grodde trots att jag följde instruktionerna.,2024-04-20,2
GG-2024-00130,GG-2024-00130-3,2024-03-21,2024-03-26,2024-03-26,PLT-ORT-002,Persilja i kruka,Färdiga plantor,April-Maj,1,45.0,200,Södra Sverige,KUND-14153,,,
GG-2024-00131,GG-2024-00131-1,2024-03-17,2024-03-19,2024-03-19,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,4,"39,00",8,Zon 1,KUND-14565,,,
GG-2024-00132,GG-2024-00132-1,2024-03-02,2024-03-04,2024-03-04,KRU-TER-001,Terrakottakruka 25cm,Krukor & kärl,ALLA,3,129.0,1500,Zon 1,KUND-13597,"Allt var trasigt, kartong totalförstörd.",2024-03-17,1
GG-2024-00132,GG-2024-00132-2,2024-03-02,2024-03-04,2024-03-04,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 1,KUND-13597,,,
GG-2024-00132,GG-2024-00132-3,2024-03-02,2024-03-04,2024-03-04,PLT-ORT-002,Persilja i kruka,Färdiga plantor,,1,45.0,200,Zon 1,KUND-13597,Priset är högt för vad man får.,2024-03-31,3
GG-2024-00133,GG-2024-00133-1,2024-03-13,2024-03-22,2024-03-22,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,2,45.0,200,Zon 5,KUND-11675,,,
GG-2024-00133,GG-2024-00133-2,2024-03-13,2024-03-22,2024-03-22,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,55.0,5,Zon 5,KUND-11675,,,
GG-2024-00134,GG-2024-00134-1,2024-03-25,2024-03-31,2024-03-31,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,2,55.0,5,Zon 4,KUND-11440,"Jorden var full av små insekter, äckligt.",2024-04-07,1
GG-2024-00134,GG-2024-00134-2,2024-03-25,2024-03-31,2024-03-31,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 4,KUND-11440,,,
GG-2024-00134,GG-2024-00134-3,2024-03-25,,2024-03-31,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,Zon 4,KUND-11440,"Fröerna grodde på under en vecka, fantastiskt!",2024-04-20,5
GG-2024-00134,GG-2024-00134-4,2024-03-25,2024-03-31,2024-03-31,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,2,69.0,400,Zon 4,KUND-11440,"Tre av fem frön grodde, godkänt.",2024-04-29,3
GG-2024-00135,GG-2024-00135-1,2024-03-15,2024-03-17,2024-03-23,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,Vår,1,89.0,-350,Zon 1,KUND-14018,,,
GG-2024-00135,GG-2024-00135-2,2024-03-15,,2024-03-23,PLT-ORT-002,Perssilja,Färdiga plantor,Vår,5,45.0,200,Zon 1,KUND-14018,"Kom fram för sent, kunde lika gärna kastat det.",2024-04-21,1
GG-2024-00135,GG-2024-00135-3,2024-03-15,2024-03-17,2024-03-23,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,2,55.0,5,Zon 1,KUND-14018,Plantorna var helt döda vid leverans. Besviken.,2024-04-15,1
GG-2024-00136,GG-2024-00136-1,12 mars 2024,2024-03-15,2024-03-15,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,Zon 1,KUND-10136,"Helt okej, men hittade billigare i lokal butik.",2024-04-10,3
GG-2024-00136,GG-2024-00136-2,2024-03-12,2024-03-15,2024-03-15,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,1,45.0,200,Zon 1,KUND-10136,Bästa fröerna jag testat. Hög grobarhet.,2024-04-13,5
GG-2024-00137,GG-2024-00137-1,2024-03-17,2024-03-20,20 mars 2024,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,3,49.0,5,Zon 1,KUND-13622,Överraskad över hur snabbt leveransen kom!,2024-04-04,4
GG-2024-00138,GG-2024-00138-1,2024-03-21,2024-03-28,2024-04-02,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,2,59.0,15 g,Zon 5,KUND-11822,,,
GG-2024-00138,GG-2024-00138-2,2024-03-21,2024-03-28,2024-04-02,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,2,0,5,Zon 5,KUND-11822,"Fick fel sort, ville ha röd pelargon, fick vit.",2024-05-02,2
GG-2024-00139,GG-2024-00139-1,2024-03-17,,2024-03-27,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,2,39.0,8,Zon 5,KUND-10781,Bästa fröerna jag testat. Hög grobarhet.,2024-04-16,4
GG-2024-00140,GG-2024-00140-1,2024-03-01,2024-03-11,2024-03-11,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,55.0,5,Zon 5,KUND-12576,,,
GG-2024-00140,GG-2024-00140-2,2024-03-01,2024-03-11,2024-03-11,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 5,KUND-12576,,,
GG-2024-00141,GG-2024-00141-1,2024-03-25,2024-03-29,2024-03-29,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 3,KUND-13144,,,
GG-2024-00141,GG-2024-00141-2,2024-03-25,2024-03-29,2024-03-29,FRO-BLO-001,Sommarblommor mix,Frön,Vår,1,69.0,20,Zon 3,KUND-13144,,,
GG-2024-00141,GG-2024-00141-3,2024-03-25,2024-03-29,2024-03-29,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 3,KUND-13144,Leveransen tog lite längre än väntat men okej.,2024-04-25,3
GG-2024-00142,GG-2024-00142-1,2024-03-16,2024-03-19,2024-03-19,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,2,89.0,12500,Zon 1,KUND-13855,,,
GG-2024-00142,GG-2024-00142-2,"March 16, 2024",2024-03-19,2024-03-19,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,,1,59.0,15,Zon 1,KUND-13855,,,
GG-2024-00143,GG-2024-00143-1,2024-03-09,2024-03-11,2024-03-11,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 1,KUND-10672,,,
GG-2024-00143,GG-2024-00143-2,2024-03-09,2024-03-11,2024-03-11,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 1,KUND-10672,Mycket dålig kommunikation om förseningen.,2024-03-16,2
GG-2024-00143,GG-2024-00143-3,2024-03-09,2024-03-11,2024-03-11,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,55.0,5,Zon 1,KUND-10672,,,
GG-2024-00144,GG-2024-00144-1,2024-03-03,2024-03-07,2024-03-07,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,2,KUND-10215,Överraskad över hur snabbt leveransen kom!,2024-03-12,5
GG-2024-00145,GG-2024-00145-1,2024-03-22,2024-03-26,2024-03-26,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,1,149.0,25000,zon 2,KUND-11389,"Allt var trasigt, kartong totalförstörd.",2024-04-11,1
GG-2024-00146,GG-2024-00146-1,2024-03-20,2024-03-24,2024-03-24,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Q2,1,"59,00",15,Zon 3,KUND-14061,,,
GG-2024-00146,GG-2024-00146-2,2024-03-20,2024-03-24,2024-03-24,PLT-BLO-002,Petunia blandning,Färdiga plantor,Vår,1,59.0,250,Zon 3,KUND-14061,"Jorden luktar fräscht och bra, plantorna älskar den.",2024-04-09,5
GG-2024-00147,GG-2024-00147-1,2024-03-20,2024-03-29,2024-03-29,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,4,59.0,15,Zon 5,KUND-13421,Överraskad över hur snabbt leveransen kom!,2024-04-23,5
GG-2024-00148,GG-2024-00148-1,2024-03-27,2024-04-03,2024-04-03,PLT-ORT-002,persilja,Färdiga plantor,Vår,1,45.0,200,Zon 4,KUND-14425,,,
GG-2024-00148,GG-2024-00148-2,2024-03-27,2024-04-03,2024-04-03,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,2,149.0,400,Zon 4,KUND-14425,,,
GG-2024-00149,GG-2024-00149-1,2024-03-26,2024-03-29,2024-03-29,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,2,149.0,25000,Zon 1,KUND-13591,,,
GG-2024-00149,GG-2024-00149-2,2024-03-26,2024-03-29,2024-03-29,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,,1,149.0,400,Zon 1,KUND-13591,"Sådär, några plantor klarade sig.",2024-04-20,3
GG-2024-00149,GG-2024-00149-3,2024-03-26,2024-03-29,2024-03-29,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,2,149.0,25000,Zon 1,KUND-13591,,,
GG-2024-00150,GG-2024-00150-1,2024-03-18,2024-03-20,2024-03-23,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,2,89.0,12500,Zon 1,KUND-13426,"Allt var trasigt, kartong totalförstörd.",2024-04-20,1
GG-2024-00150,GG-2024-00150-2,2024-03-18,2024-03-20,2024-03-23,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,2,89.0,12500,Zon 1,KUND-13426,,,
GG-2024-00150,GG-2024-00150-3,2024-03-18,2024-03-20,2024-03-23,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,2,55.0,5,Zon 1,KUND-13426,,,
GG-2024-00150,GG-2024-00150-4,2024-03-18,2024-03-20,2024-03-23,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,2,149.0,25000,Zon 1,KUND-13426,,,
GG-2024-00150,GG-2024-00150-5,2024-03-18,2024-03-20,2024-03-23,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,4,59.0,15,Zon 1,KUND-13426,,,
GG-2024-00151,GG-2024-00151-1,2024-03-15,2024-03-22,2024-03-22,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,,KUND-13204,,,
GG-2024-00151,GG-2024-00151-2,2024-03-15,2024-03-22,2024-03-22,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,55.0,5,Zon 4,KUND-13204,Trasig förpackning och vissna plantor.,2024-04-17,2
GG-2024-00152,GG-2024-00152-1,2024-03-17,21/03/2024,2024-03-21,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,Vår,1,79.0,300,Zon 2,KUND-11694,,,
GG-2024-00152,GG-2024-00152-2,2024-03-17,2024-03-21,2024-03-21,FRO-TOM-002,Tomatfrön 'Biff',Frön,,1,55.0,5,,KUND-11694,Bästa fröerna jag testat. Hög grobarhet.,2024-04-03,5
GG-2024-00153,GG-2024-00153-1,2024-03-17,2024-03-20,2024-03-20,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,3,149.0,400,Zon 1,KUND-11998,,,
GG-2024-00154,GG-2024-00154-1,2024-03-13,2024-03-15,2024-03-15,FRO-BLO-001,Sommarblommor mix,Frön,Vår,1,69.0,-20,Zon 1,KUND-12436,"Grym kvalitet på spaden, känns robust.",2024-04-09,4
GG-2024-00154,GG-2024-00154-2,2024-03-13,2024-03-15,2024-03-15,KRU-TER-001,Terrakottakruka 25cm,Krukor & kärl,alla,1,129.0,1500,,KUND-12436,"Fröerna grodde på under en vecka, fantastiskt!",2024-04-14,5
GG-2024-00155,GG-2024-00155-1,2024-03-09,2024-03-14,2024-03-14,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,Zon 3,KUND-14941,,,
GG-2024-00155,GG-2024-00155-2,2024-03-09,2024-03-14,2024-03-14,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,1,59.0,15,Zon 3,KUND-14941,,,
GG-2024-00156,GG-2024-00156-1,2024-03-20,25 mars 2024,2024-03-29,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,1,59.0,15,Zon 3,KUND-12436,Mycket dålig kommunikation om förseningen.,2024-04-13,2
GG-2024-00156,GG-2024-00156-2,2024-03-20,2024-03-25,2024-03-29,KRU-TER-001,Terracotta kruka 25,Krukor & kärl,Alla,1,129.0,1500,Zon 3,KUND-12436,,,
GG-2024-00156,GG-2024-00156-3,2024-03-20,2024-03-25,2024-03-29,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,1,59.0,15,Zon 3,KUND-12436,,,
GG-2024-00157,GG-2024-00157-1,2024-03-06,2024-03-10,2024-03-10,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,1,59.0,250,Zon 2,KUND-14545,Priset är högt för vad man får.,2024-03-13,3
GG-2024-00158,GG-2024-00158-1,2024-03-17,2024-03-22,2024-03-22,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,1,179.0,600,Zon 3,KUND-14600,"Skadad leverans, hälften obrukbart.",2024-04-18,1
GG-2024-00158,GG-2024-00158-2,2024-03-17,2024-03-22,2024-03-22,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 3,KUND-14600,"Tre av fem frön grodde, godkänt.",2024-04-18,3
GG-2024-00159,GG-2024-00159-1,2024-03-18,2024-03-22,2024-03-22,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,,5,179.0,600,Zon 2,KUND-14057,Priset är högt för vad man får.,2024-04-17,3
GG-2024-00159,GG-2024-00159-2,2024-03-18,22/03/2024,2024-03-22,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,3,45.0,200,Zon 2,KUND-14057,,,
GG-2024-00160,GG-2024-00160-1,2024-03-25,2024-03-27,2024-03-27,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,3,39.0,-8,Zon 1,KUND-14057,,,
GG-2024-00160,GG-2024-00160-2,2024-03-25,2024-03-27,2024-03-27,FRO-SAL-001,Sallatsfrön mix,Frön,,1,39.0,8,Zon 1,KUND-14057,,,
GG-2024-00160,GG-2024-00160-3,2024-03-25,2024-03-27,2024-03-27,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,3,59.0,15,Zon 1,KUND-14057,,,
GG-2024-00160,GG-2024-00160-4,2024-03-25,2024-03-27,2024-03-27,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,1,149.0,400,Zon 1,KUND-14057,,,
GG-2024-00161,GG-2024-00161-1,2024-03-26,2024-03-28,2024-03-28,PLT-ORT-002,Persilja i kruka,Färdiga plantor,Vår,1,SEK 45,200,Zon 1,KUND-11140,,,
GG-2024-00162,GG-2024-00162-1,2024-03-10,2024-03-14,2024-03-19,FRO-TOM-002,TOMATFRÖN BIFF,Frön,Tidig vår,5,55.0,5,Zon 3,KUND-14891,,,
GG-2024-00162,GG-2024-00162-2,2024-03-10,2024-03-14,2024-03-19,JOR-PLA-001,Planteringsjord 50 liter,Jord & näring,Vår,1,149.0,25000,Zon 3,KUND-14891,,,
GG-2024-00162,GG-2024-00162-3,10 mars 2024,,2024-03-19,JOR-PLA-001,Planteringsjord 50L,Jord & näring,Vår,1,149.0,25000,Zon 3,KUND-14891,,,
GG-2024-00162,GG-2024-00162-4,2024-03-10,2024-03-14,2024-03-19,KRU-TER-001,Terrakottakruka 25cm,Krukor & kärl,Alla,1,129.0,-1500,Zon 3,KUND-14891,"Leveransen tog 2 veckor, allt var vissnat.",2024-04-04,1
GG-2024-00162,GG-2024-00162-5,2024-03-10,2024-03-14,2024-03-19,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,3,149.0,400,Zon 3,KUND-14891,Tomatplantorna frös under transporten.,2024-04-14,2
GG-2024-00163,GG-2024-00163-1,2024-04-28,2024-05-05,2024-05-05,PLT-BLO-002,Petunia mix,Färdiga plantor,Vår,3,59.0,250,Zon 4,KUND-10912,,,
GG-2024-00163,GG-2024-00163-2,2024-04-28,2024-05-05,2024-05-05,VER-SKY-001,trädgårdsspade,Verktyg & tillbehör,Alla,1,199.0,800,Zon 4,KUND-10912,Tomatplantorna frös under transporten.,2024-05-17,1
GG-2024-00163,GG-2024-00163-3,2024-04-28,,2024-05-05,JOR-PLA-002,Planteringsjord 25 liter,Jord & näring,Vår,3,89.0,12500,Zon 4,KUND-10912,,,
GG-2024-00164,GG-2024-00164-1,2024-04-02,2024-04-05,2024-03-30,KRU-TER-001,Terrakottakruka 25cm,Krukor & kärl,Alla,1,129.0,1500,Zon 1,KUND-10396,Snabb leverans och bra kvalitet på jorden.,2024-05-08,5
GG-2024-00164,GG-2024-00164-2,2024-04-02,2024-04-05,2024-04-08,JOR-PLA-002,Planteringsjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 1,KUND-10396,,,
GG-2024-00164,GG-2024-00164-3,2024-04-02,2024-04-05,2024-04-08,FRO-ORT-001,Basilika persilja dill,Frön,Vår,3,59.0,15,Zon 1,KUND-10396,Leveransen tog lite längre än väntat men okej.,2024-04-22,3
GG-2024-00165,GG-2024-00165-1,2024-04-21,2024-04-24,2024-04-24,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,2,45.0,10,Zon 2,KUND-13167,"Hälften grodde, hälften inte. Ojämn kvalitet.",2024-05-18,3
GG-2024-00165,GG-2024-00165-2,2024-04-21,,2024-04-24,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,Zon 2,KUND-13167,,,
GG-2024-00165,GG-2024-00165-3,2024-04-21,2024-04-24,2024-04-24,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 2,KUND-13167,,,
GG-2024-00166,GG-2024-00166-1,2024-04-23,2024-04-26,2024-04-28,FRO-SAL-001,SALLATSFRÖN MIX,Frön,Vår,1,39.0,8,Zon 1,KUND-13459,,,
GG-2024-00167,GG-2024-00167-1,2024-04-21,2024-04-28,2024-04-28,FRO-BLO-001,Sommarblommor mix,Frön,VÅR,1,69.0,50000,Zon 5,KUND-13074,,,
GG-2024-00168,GG-2024-00168-1,2024-04-14,2024-04-18,2024-04-20,FRO-ORT-001,Örter mix,Frön,Vår,tre,59.0,15,Zon 3,KUND-11240,Plantorna var i dåligt skick redan från start.,2024-05-06,1
GG-2024-00168,GG-2024-00168-2,2024-04-14,2024-04-18,2024-04-20,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,2,179.0,600,Zon 3,KUND-11240,Plantorna var helt döda vid leverans. Besviken.,2024-04-25,2
GG-2024-00169,GG-2024-00169-1,2024-04-07,2024-04-11,2024-04-11,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,3,55.0,5,Zon 2,KUND-12471,"Proffsigt packade, inget var skadat.",2024-04-29,4
GG-2024-00169,GG-2024-00169-2,2024-04-07,2024-04-11,2024-04-11,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,vår,1,89 kr,350,Zon 2,KUND-12471,,,
GG-2024-00170,GG-2024-00170-1,2024-04-11,2024-04-14,2024-04-09,FRO-BLO-001,SOMMARBLOMMOR,Frön,Vår,3,69.0,20,Zon 1,KUND-14313,"Helt okej, men hittade billigare i lokal butik.",2024-05-12,3
GG-2024-00170,GG-2024-00170-2,2024-04-11,,2024-04-14,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 1,KUND-14313,,,
GG-2024-00170,GG-2024-00170-3,2024-04-11,2024-04-14,2024-04-14,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Vår,1,45.0,10,Zon 1,KUND-14313,,,
GG-2024-00170,GG-2024-00170-4,2024-04-11,2024-04-14,2024-04-14,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,Vår,1,79.0,300,Zon 1,KUND-14313,"Gullrankan är så vacker, perfekt hängväxt.",2024-05-09,5
GG-2024-00171,GG-2024-00171-1,2024-04-09,2024-04-11,2024-04-11,FRO-ORT-001,"Örter mix (basilika, persilja, dill)",Frön,Vår,2,59.0,15,Zon 1,KUND-11250,Snabb leverans och bra kvalitet på jorden.,2024-05-04,5
GG-2024-00172,GG-2024-00172-1,2024-04-24,2024-05-02,2024-05-07,FRO-SAL-001,Sallatfrön mix,Frön,Q2,1,39.0,8,Zon 5,KUND-12436,,,
GG-2024-00173,GG-2024-00173-1,2024-04-24,2024-04-26,2024-04-26,FRO-BLO-001,Sommarblommor mix,Frön,Vår,1,69.0,20,zon 1,KUND-11140,"Plantorna var i perfekt skick, rekommenderas varmt.",2024-05-15,5
GG-2024-00174,GG-2024-00174-1,2024-04-24,2024-04-29,2024-04-29,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,1,49.0,5,Zon 4,KUND-14620,Tomatplantorna frös under transporten.,2024-05-18,1
GG-2024-00175,GG-2024-00175-1,2024-04-02,2024-04-06,2024-04-06,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,3,39.0,8,Zon 2,KUND-12950,,,
GG-2024-00175,GG-2024-00175-2,2024-04-02,2024-04-06,2024-04-06,FRO-SAL-001,Sallatsfrön mix,Frön,Vår,1,39.0,8,Zon 2,KUND-12950,Tomatplantorna frös under transporten.,2024-05-06,1
GG-2024-00176,GG-2024-00176-1,2024-04-06,2024-04-16,2024-04-16,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,Vår,1,89.0,350,Zon 5,KUND-12640,,,
GG-2024-00176,GG-2024-00176-2,2024-04-06,2024-04-16,2024-04-16,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 5,KUND-12640,"Hälften grodde, hälften inte. Ojämn kvalitet.",2024-05-14,3
GG-2024-00176,GG-2024-00176-3,2024-04-06,2024-04-16,2024-04-16,FRO-GUR-001,Gurkfrön 'Marketmore',Frön,Spring,2,45.0,10,Zon 5,KUND-12640,,,
GG-2024-00176,GG-2024-00176-4,2024-04-06,2024-04-16,2024-04-16,FRO-SAL-001,Sallads frön,Frön,Vår,2,39.0,8,Zon 5,KUND-12640,"Fröerna grodde på under en vecka, fantastiskt!",2024-05-03,5
GG-2024-00177,GG-2024-00177-1,2024-04-01,2024-04-05,2024-04-05,PLT-TOM-002,Tomatplanta 'Biff',Färdiga plantor,Vår,1,89.0,350,Zon 2,KUND-10136,,,
GG-2024-00178,GG-2024-00178-1,2024-04-24,2024-05-02,2 maj 2024,JOR-PLA-002,Blomjord 25L,Jord & näring,Vår,1,89.0,12500,Zon 5,KUND-11600,"Tre av fem frön grodde, godkänt.",2024-05-26,3
GG-2024-00178,GG-2024-00178-2,2024-04-24,2024-05-02,2024-05-02,VER-SKY-001,Trädgårdsspade,Verktyg & tillbehör,Alla,1,199.0,800,Zon 5,KUND-11600,,,
GG-2024-00178,GG-2024-00178-3,2024-04-24,2024-05-02,2024-05-02,FRO-TOM-001,Tomatfrön 'Tiny Tim',Frön,Tidig vår,4,49.0,5,,KUND-11600,"Tomaterna växer som aldrig förr, tack!",2024-05-21,5
GG-2024-00179,GG-2024-00179-1,2024-04-23,2024-04-25,2024-04-25,KRU-PLA-001,Plastlåda balkong 60cm,Krukor & kärl,Alla,1,149.0,400,Zon 1,KUND-11166,,,
GG-2024-00180,GG-2024-00180-1,2024-04-19,22/04/2024,2024-04-28,FRO-TOM-002,Tomatfrön 'Biff',Frön,Tidig vår,1,55.0,5,Zon 1,KUND-10695,,,
GG-2024-00181,GG-2024-00181-1,2024-04-28,2024-05-02,2024-05-02,PLT-ORT-001,Bassilika,Färdiga plantor,Vår,1,49.0,150,Zon 2,KUND-10887,"Sådär, några plantor klarade sig.",2024-05-19,3
GG-2024-00181,GG-2024-00181-2,2024-04-28,2024-05-02,2024-05-02,PLT-TOM-001,Tomatplanta 'Tiny Tim',Färdiga plantor,Vår,1,79.0,300,Zon 2,KUND-10887,"Bra pris och snabb leverans, 5 stjärnor!",2024-05-16,4
GG-2024-00181,GG-2024-00181-3,2024-04-28,2024-05-02,2024-05-02,VER-VAN-001,Vattenkanna 10L,Verktyg & tillbehör,Alla,1,179.0,600,Zon 2,KUND-10887,Bästa fröerna jag testat. Hög grobarhet.,2024-05-13,4
GG-2024-00182,GG-2024-00182-1,2024-04-27,2024-05-01,2024-05-01,PLT-BLO-001,Pelargon röd,Färdiga plantor,Vår,1,69.0,400,Zon 3,KUND-12492,Bästa fröerna jag testat. Hög grobarhet.,2024-05-05,5
